NCAGE,NCAGESD,TOEC,Entity Name,Street (ST1/2),City (CIT),"Post Code, Physical Address (PSC)",Country,ISO (CTR),State/Province (STT),FIPS State (STE),Cage code requested for SAM,Remarks,Date Last Change International,Change Date,Creation Date,Load Date,National,NAC,IDN,BAR,NAI,CPV,UNS,SIC,Voice telephone number (TEL),Telefax number (FAX),Email (EMA),WWW (WWW),Post Office Box Number (POB),"City, Postal Address (PCC)","Post Code, Postal Address (PCS)",Replaced By (RP1-5),NMCRL Reference count
1292Z,A,G,TRUE CREATIVE AID,JL. AHMAD ADNAWIJAYA RUKO BANGBARUNG GRANDE NO. K2,BOGOR,16152,INDONESIA,IDN,JAWA BARAT,,0,,2022-04-07,2022-04-07 11:35:02,2022-04-07 11:30:30,,1,,,,,,,,+6281210961688,,mail.true@yahoo.com,,,,,,
1293Z,A,G,PT XL AXIATA TBK,XL AXIATA TOWER JL. HR. RASUNA SAID  KAV 11-12 BLOK X-5,JAKARTA SELATAN,12950,INDONESIA,IDN,DKI JAKARTA,,0,,2023-08-02,2023-08-02 12:58:04,2022-04-08 09:15:10,,1,,,,,,,,+62215761881,+62215767880,bidbi@xl.co.id,www.xlaxiata.co.id,,,,,
1294Z,A,G,PERKUMPULAN SAYA PEREMPUAN ANTIKORUPSI,"JL. BULUNGAN 1 NO, 12 KRAMAT PELA, KEBAYORAN BARU",JAKARTA,12130,INDONESIA,IDN,DKI JAKARTA,,0,,2022-04-08,2022-04-08 13:01:22,2022-04-08 12:57:17,,1,,,,,,,,+628113042404,,info@spakindonesia.org,,,,,,
1295Z,A,G,YAYASAN KASIH SUWITNO,SETIABUDI,JAKARTA,12980,INDONESIA,IDN,DKI JAKARTA,,0,,2022-04-11,2022-04-11 09:37:54,2022-04-11 09:34:41,,1,,,,,,,,+622122983654,,info@yayasankasihsuwitno.org,www.yayasankasihsuwitno.org,,,,,
1296Z,A,G,YAYASAN KONSERVASI ALAM NUSANTARA,"66CC-JL. ISKANDAR RAYA MELAWAI, KEBAYORAN BARU 3RD FLOOR GRAHA ISKANDARSYAH",JAKARTA,12160,INDONESIA,IDN,DKI JAKARTA,,0,,2022-04-11,2022-04-11 10:06:56,2022-04-11 10:01:59,,1,,,,,,,,+622172792043,+622172792044,indonesia@ykan.or.id,www.ykan.or.id,,,,,
1297Z,A,G,YAYASAN NINDYA MIESYE AGITA,"PERUMAHAN SUKATANI PERMAI, JALAN ANGGUR RAYA NO. 13",DEPOK,16954,INDONESIA,IDN,WEST JAVA,,0,,2022-04-22,2022-04-22 13:14:01,2022-04-22 13:08:05,,1,,,,,,,,+6282161185455,,contact@bullyid.org,www.bullyid.org,,,,,
1298Z,A,G,YAYASAN EMBUN PELANGI,ANGGREK PERMAI BLOK K NO. 22,BATAM,29432,INDONESIA,IDN,KEPULAUAN RIAU,,0,,2022-04-22,2022-04-22 13:31:09,2022-04-22 13:28:07,,1,,,,,,,,+62778426570,,yayasanembunpelangi_kepri@yahoo.com,,,,,,
1299Z,A,G,PT NIRAS INTERNATIONAL CONSULTING INDONESIA,JL.JENDERAL SUDIRMAN NO.45-46,JAKARTA,12930,INDONESIA,IDN,DKI JAKARTA,,0,,2024-01-26,2024-01-26 12:52:11,2022-04-22 13:37:51,,1,,,,,,,,+6282195615989,,niras.indonesia@gmail.com,https://niras.com/offices/indonesia/,,,,,
1300Z,A,G,PT. IMPACT CREDIT SOLUTIONS,"GEDUNG REVENUE TOWER 25TH FLOOR, UNIT 25-102 JL. JEND. SUDIRMAN KAV. 52-53",JAKARTA SELATAN,12190,INDONESIA,IDN,DKI JAKARTA,,0,,2022-04-25,2022-04-25 08:35:04,2022-04-25 08:31:04,,1,,,,,,,,+622150645000,,dita@nikel.com,,,,,,
1301Z,A,F,PT. OLAM INDONESIA,"SOUTH QUARTER TWR A LT21 JL.R.A KARTINI KAV.8,CILANDAK",JAKARTA SELATAN,12240,INDONESIA,IDN,DKI JAKARTA,,0,,2022-10-05,2022-10-05 13:59:04,2022-04-25 08:46:04,,1,,,,,,,,+622150989300,,AULIA.REZKI@OFI.COM,WWW.OFI.COM,,,,,
1302Z,A,G,PERKUMPULAN LINTAS FEMINIS JAKARTA,"JUSTCO, AIA CENTRAL LV 31, JL JENDRAL SUDIRMAN KAV. 48A",JAKARTA SELATAN,12930,INDONESIA,IDN,DKI JAKARTA,,0,,2022-04-25,2022-04-25 12:45:47,2022-04-25 12:39:56,,1,,,,,,,,+6281298811088,,info@jakartafeminist.com,www.jakartafeminist.com,,,,,
1303Z,A,G,YAYASAN PUSAT INFORMASI DAN PEMBERDAYAAN PENGUNGSI,"JL. BUNI NO. 6, RT10/RW003 MANGGA BESAR, TAMAN SARI",JAKARTA BARAT,11180,INDONESIA,IDN,DKI JAKARTA,,0,,2022-06-02,2022-06-02 14:42:34,2022-06-02 14:37:19,,1,,,,,,,,+6282210271510,,patrickt@raicindonesia.org,www.raicindonesia.org,,,,,
1304Z,A,G,UNIVERSITAS ISLAM NEGERI WALISONGO,"KAMPUS III, JL. PROF. DR. HAMKA, NGALIYAN",SEMARANG,50185,INDONESIA,IDN,JAWA TENGAH,,0,,2022-06-02,2022-06-02 14:48:48,2022-06-02 14:44:09,,1,,,,,,,,+62247604554,+62247601293,amcorner_ws@yahoo.com,,,,,,
1305Z,A,G,PT PUGAJINOU INTERNATIONAL CONSULTING,PERUMAHAN PURA MELATI INDAH BLOK Q1,BEKASI,17412,INDONESIA,IDN,WEST JAVA,,0,,2022-06-02,2022-06-02 14:54:15,2022-06-02 14:49:55,,1,,,,,,,,+6287878125367,,info@pugajinou.co.id,www.pugajinou.co.id,,,,,
1306Z,A,G,BALI WOMEN CRISIS CENTRE,MUDING INDAH VIII NO. 1,BADUNG,80361,INDONESIA,IDN,BALI,,0,,2022-06-02,2022-06-02 15:19:59,2022-06-02 15:16:32,,1,,,,,,,,+623618444352,,lbhbwcc@gmail.com,,,,,,
1307Z,A,G,PERKUMPULAN PRAKARSA LAUT BERKELANJUTAN DAN BERKEADILAN INDONESIA,"JL. KEBON SIRIH NO. 65, WISMA PENTA",JAKARTA,10340,INDONESIA,IDN,DKI JAKARTA,,0,,2022-06-02,2022-06-02 16:28:44,2022-06-02 16:23:29,,1,,,,,,,,+62213152940,+622139836487,info@oceanjusticeinitiative.org,www.oceanjusticeinitiative.org,,,,,
1308Z,A,G,YAYASAN DOKTER PEDULI,"MEGA GLODOK KEMAYORAN B NO. 10-11, JL. ANGKASA KAV. B6, KOTA BARU, KEMAYORAN",JAKARTA,10610,INDONESIA,IDN,DKI JAKARTA,,0,,2022-06-02,2022-06-02 16:51:15,2022-06-02 16:36:39,,1,,,,,,,,+622165866391,,info@doctorshare.org,www.doctorshare.org,,,,,
1309Z,A,G,YAYASAN MASYARAKAT MANDIRI FILM INDONESIA,"PLAZA MAREIN 23TH FLOOR, JL. JEND. SUDIRMAN KAV. 76-78, SETIABUDI",JAKARTA,12910,INDONESIA,IDN,DKI JAKARTA,,0,,2022-06-02,2022-06-02 17:07:05,2022-06-02 16:59:17,,1,,,,,,,,+6281212009511,,admin@in-docs.org,www.in-docs.org,,,,,
1310Z,A,G,PT. QUADRAN ENERGI REKAYASA,"JL. SUKA ASRI NO. 27, PADASUKA, CIMENYAN",BANDUNG,40132,INDONESIA,IDN,WEST JAVA,,0,,2022-06-03,2022-06-03 06:28:36,2022-06-03 06:22:47,,1,,,,,,,,+62222534297,,headoffice@quadranenergi.id,www.quadranenergi.id,,,,,
1311Z,A,G,PT. ASURANSI BRI LIFE,GRAHA IRAMA LT.5 & 15 JL. H.R. RASUNA SAID BLOK X-1 KAV. 1&2,JAKARTA SELATAN,12950,INDONESIA,IDN,DKI JAKARTA,,0,,2022-09-20,2022-09-20 10:19:19,2022-06-14 23:24:28,,1,,,,,,,,+62215261260,,RIHAN.AJI@CORP.BRILIFE.CO.ID,WWW.BRILIFE.CO.ID,,,,,
1312Z,A,G,PT PERTAMINA BINA MEDIKA IHC,JL KYAI MAJA NO. 43 KEBAYORAN BARU,JAKARTA SELATAN,12120,INDONESIA,IDN,DKI JAKARTA,,0,,2022-06-29,2022-06-29 10:54:41,2022-06-29 10:40:08,,1,,,,,,,,+62217219001/+62217219299,,sekre.dirut@pertamedika.co.id,,,,,,
1313Z,A,G,PT. BNI LIFE INSURANCE,"CENTENNIAL TOWER, 9TH FLOOR JL. GATOT SUBROTO KAV 24-25, RT.2/RW 2,SETIABUDI",JAKARTA SELATAN,12930,INDONESIA,IDN,DKI JAKARTA,,0,,2022-06-30,2022-06-30 10:40:25,2022-06-30 10:29:49,,1,,,,,,,,+622129539999,+622129539998,elza.tamara@bni-life.co.id,www.bni-life.co.id,,,,,
1314Z,A,G,RELAWAN EDUKASI ANTI HOAKS INDONESIA,CLUSTER SERUA INDAH BLOK A1 NO. 18,TANGERAN SELATAN,15411,INDONESIA,IDN,BANTEN,,0,,2022-06-30,2022-06-30 10:44:27,2022-06-30 10:41:35,,1,,,,,,,,+628174837385,,relawanredaxi@gmail.com,,,,,,
1315Z,A,G,YAYASAN SINTAS INDONESIA,"PERUMAHAN BUMI INDRAPRASTA 1, ARIMBI 1, NO. 7, RT/07, RW/05, KEL. BANTARJATI",BOGOR,16153,INDONESIA,IDN,JAWA BARAT,,0,,2022-06-30,2022-06-30 10:52:39,2022-06-30 10:46:47,,1,,,,,,,,+6287872187657,,info@sintas.or.id,www.sintas.or.id,,,,,
1316Z,A,G,PT MEDIKALOKA HERMINA TBK,JL. RAYA JATINEGARA BARAT NO. 126,JAKARTA TIMUR,13320,INDONESIA,IDN,DKI JAKARTA,,0,,2022-06-30,2022-06-30 10:57:56,2022-06-30 10:54:16,,1,,,,,,,,+62218513838,,ir@herminahospitals.com,www.herminahospitals.com,,,,,
1317Z,A,G,YAYASAN EMPATI SEJAHTERA SENTOSA,KAMPUNG BUARAN,TANGERANG,15117,INDONESIA,IDN,BANTEN,,0,,2022-06-30,2022-06-30 11:02:47,2022-06-30 10:59:53,,1,,,,,,,,+6282221803665,,yess.id.info@gmail.com,,,,,,
1318Z,A,G,YAYASAN ARKOM INDONESIA,"JALAN TEGAL MELATI NOMOR 59-A, JONGKANG RT 001/RW 035, SARIHARJO, NGAGLIK",SLEMAN,55581,INDONESIA,IDN,DAERAH ISTIMEWA YOGYAKARTA,,0,,2022-06-30,2022-06-30 11:09:57,2022-06-30 11:03:48,,1,,,,,,,,+622742882796,+622742882796,info@arkomindonesia.id,www.arkomindonesia.id,,,,,
1319Z,A,E,PT. KARYA KELOLASEMESTA,JL. RAYA CIAKAR NO.1,KABUPATEN TANGERANG,15710,INDONESIA,IDN,BANTEN,,0,,2022-07-01,2022-07-01 13:09:44,2022-07-01 12:58:07,,1,,,,,,,,+62 0215642225,+62 0215671640,info@kks.co.id,,,,,,
1320Z,A,F,PT. MANDIRA JAYA ABADI,JL. MT HARYONO NO.501,SEMARANG,50136,INDONESIA,IDN,JAWA TENGAH,,0,,2022-07-01,2022-07-01 13:19:28,2022-07-01 13:15:56,,1,,,,,,,,+62 0243519548/3519547,+62 0243542189,yuni@mja-tech.com,,,,,,
1321Z,A,E,PT. METRO SINAR FARINDO,RUKO SENTRA NIAGA BLOK C NO 12 GREEN LAKE CITY CENGKARENG,JAKARTA BARAT,11750,INDONESIA,IDN,DKI JAKARTA,,0,,2022-10-17,2022-10-17 13:50:21,2022-07-01 13:26:08,,1,,,,,,,,+62 02154390708,+62 02154390708,MS.FARINDO@YMAIL.COM,,,,,,1
1322Z,A,F,PT. MULIA BUANA DARMA TRANS,TB.SIMATUPANG KAV 1 CILANDAK TIMUR PASAR MINGGU,JAKARTA SELATAN,12560,INDONESIA,IDN,DKI JAKARTA,,0,,2022-07-01,2022-07-01 13:38:40,2022-07-01 13:35:56,,1,,,,,,,,+62 02150812001,,mbdt.jkt@gmail.com,,,,,,
1323Z,A,F,PT. KHARISMA PANORAMA INDAH,"JL. FALATEHAN RAYA NO.9 RT.002 RW.001 MELAWAI, KEBAYORAN BARU",JAKARTA SELATAN,12160,INDONESIA,IDN,DKI JAKARTA,,0,,2022-07-01,2022-07-01 13:43:21,2022-07-01 13:40:53,,1,,,,,,,,+62 02127082870,,,,,,,,
1324Z,A,F,PT. NUSANTARA AIRPARTS,"JL. RAYA HANKAM-KRANGGAN NO.99, JATISAMPURNA",BEKASI,17432,INDONESIA,IDN,JAWA BARAT,,0,,2022-07-01,2022-07-01 13:50:38,2022-07-01 13:47:21,,1,,,,,,,,+62 02184302595,+62 02184310151,marketing@nusantara-airparts.com,,,,,,
1325Z,A,E,PT. CITRAMASJAYA TEKNIK MANDIRI,"JL. PURWAKARTA-SUBANG, KP. KIARA DUA",PURWAKARTA,41181,INDONESIA,IDN,JAWA BARAT,,0,,2023-03-09,2023-03-09 14:04:33,2022-07-01 13:52:15,,1,,,,,,,,+62 02122788889,+62 02122788750,info@citramas.co.id,,,,,,2
1326Z,A,E,PT. ELANG SUKSES MARDIKA,"JL. K.H SOLEH ISKANDAR NO. 7, KEL. CIBULUG KEC. BOGOR UTARA",BOGOR,16151,INDONESIA,IDN,WEST JAVA,,0,,2022-07-05,2022-07-05 15:04:37,2022-07-05 14:54:42,,1,,,,,,,,+62251 8654401,02518654405,esmcarrosserie@gmail.com,,,,,,
1327Z,A,E,PT. DESALITE TIRTAMAS TEKNOLOGI,RUKO BINTARO BARU NO.40 JL. JOMBANG RAYA NO. 89,KOTA TANGERANG SELATAN,15227,INDONESIA,IDN,BANTEN,,0,,2023-03-16,2023-03-16 08:34:55,2022-07-06 08:59:01,,1,,,,,,,, +622122211833,,admin@desalite.co.id,,,,,,3
1328Z,A,E,PT MULTI OCEAN SHIPYARD,PLAZA MAREIN LT. 21 JL. JENDERAL SUDIRMAN KAV. 76-78,SOUTH JAKARTA,12910,INDONESIA,IDN,DKI JAKARTA,,0,,2022-07-06,2022-07-06 10:27:45,2022-07-06 09:10:15,,1,,,,,,,,+62 57936883,+62 57936883,marketing@multioceanshipyard.com,,12910,,,,
1329Z,A,E,PT TANGGUH TIGA PERSADA,KENCANA TOWERBUSINESS PARKKEBON JERUK LEVEL MEZANINE JL.MERUYA LLIR NO.88MERUYA UTARA KEMBANGAN,WEST JAKARTA,11620,INDONESIA,IDN,DKI JAKARTA,,0,,2022-07-06,2022-07-06 09:30:04,2022-07-06 09:17:28,,1,,,,,,,,+62 29602102,+62 29544838,info@tangguhtigapersada.com,,,,,,
1330Z,A,F,PT LANGIT HIJAU SAMUDERA,"GD. ARCICI HOTEL&PLAZA LT. DASAR JL. LETJEN SUPRAPTO NO.62, CEMPAKA PUTIH",CENTRAL JAKARTA,10520,INDONESIA,IDN,DKI JAKARTA,,0,,2022-07-06,2022-07-06 09:42:34,2022-07-06 09:30:52,,1,,,,,,,,+62 21478677,,csptlhs@gmail.com,,,,,,
1331Z,A,F,PT. CAKRAWALA DATA INTEGRASI,"CENTENNIAL TOWER LEVEL 29F, JL. JEND GATOT SUBROTO NO.27 KEL. KARET SEMANGGI, KEC. SETIABUDI",JAKARTA SELATAN,12930,INDONESIA,IDN,DKI JAKARTA,,0,,2023-10-02,2023-10-02 10:53:15,2022-07-06 09:43:18,,1,,,,,,,,"+6229602116, +6229602117",,info@cdi-systems.com,,,,,,
1332Z,A,E,PT PUTRA MANDIRA,GUNTUR NO.32-34,SOUTH JAKARTA,12980,INDONESIA,IDN,DKI JAKARTA,,0,,2022-07-08,2022-07-08 10:18:16,2022-07-06 14:21:09,,1,,,,,,,,+62 83794750,+62 83794750,info@putramandira.com,,,,,,
1333Z,A,E,PT FAMINDO INOVASI TEKNOLOGI,KP.CIPAMBUAN RT001/RW002 DESA CIPAMBUAN KEC.BABAKAN MADANG KAB.BOGOR JL. SENTUL RAYA KM2.7 NO.23,BOGOR,16810,INDONESIA,IDN,WEST JAVA,,0,,2022-07-06,2022-07-06 14:35:39,2022-07-06 14:30:16,,1,,,,,,,,+62 84200737,+62 84200121,info@famindoinovasiteknologi.com,,,,,,
1334Z,A,E,PT LUXURY MAHATUNGGAL INDONESIA,JL.RS FATMAWATI NO.50 BLOK B KAV.15 CILANDAK BARAT JAKARTA SELATAN (FATMAWATI FESTIVAL),SOUTH JAKARTA,12430,INDONESIA,IDN,DKI JAKARTA,,0,,2022-07-06,2022-07-06 14:47:52,2022-07-06 14:38:15,,1,,,,,,,,+62 75920133,+62 7655144,info@luxurymahatunggalindonesia.co.id,,,,,,
1335Z,A,G,PT. KREASI CIPTA KARSA,"DISTRICT 8, SCBD, LOT 28",JAKARTA SELATAN,12190,INDONESIA,IDN,DKI JAKARTA,,0,,2022-07-21,2022-07-21 20:43:44,2022-07-07 09:25:26,,1,,,,,,,,+62 21 27085588,+62 21 2708 7888,cathy.catharina@langhamhotels.com,,,,,,
1336Z,A,G,PT. FAMON AWAL BROS SEDAYA,"JL. RUKO MEGA GROSIR CEMPAKA MAS BLOK N/21, SUMUR BATU, KEMAYORAN",JAKARTA PUSAT,10640,INDONESIA,IDN,DKI JAKARTA,,0,,2022-07-19,2022-07-19 11:00:19,2022-07-19 10:50:03,,1,,,,,,,,+62214217745/47,+622142870578,yofen.dhamigus@primayahospital.com,www.primayahospital.com,,,,,
1337Z,A,F,PT MITRA HARAPAN ABADI,"RUKAN GRAND ARIES NIAGA BLOK E.1 NO.5 O MERUYA UTARA, KEMBANGAN",JAKARTA BARAT,11620,INDONESIA,IDN,DKI JAKARTA,,0,,2022-07-21,2022-07-21 08:08:42,2022-07-21 08:01:52,,1,,,,,,,,+62 0212931996,+62 021319297,mitraharapanabadi@gmail.com,,,,,,
1338Z,A,G,"NUSANTARA TURBIN DAN PROPULSI, PT","JL.PAJAJARAN NO.154,GUNUNG BATU  CICENDO, KAWASAN PABRIK IV",BANDUNG,40174,INDONESIA,IDN,JAWA BARAT,,0,,2023-10-12,2023-10-12 09:13:16,2022-07-21 11:27:15,,1,,,,,,,,+620226031985,+620226031851,umc@umcntp.co.id,www.ntp.id,,,,,
1339Z,A,G,SANTRI PROGRESIF NUSANTARA,"JALAN TUMARITIS 1 NO. 27  HARJAMUKTI, CIMANGGIS",DEPOK,16454,INDONESIA,IDN,JAWA BARAT,,0,,2023-10-27,2023-10-27 12:51:59,2022-07-21 20:47:41,,1,,,,,,,,+6285225300034,,santriprogresif02@gmail.com,,,,,,
1340Z,A,G,RUANG DINAMIKA,"JL. LAVENDER, APUNG, TANJUNG SELOR",BULUNGAN,77212,INDONESIA,IDN,KALIMANTAN UTARA,,0,,2022-07-21,2022-07-21 21:02:39,2022-07-21 20:59:51,,1,,,,,,,,+6282153484441,,ruangdinamika@gmail.com,,,,,,
1341Z,A,G,"PT. ASURANSI JIWA SYARIAH JASA MITRA ABADI, TBK",JL. JEND. GATOT SUBROTO KAV. 1,JAKARTA SELATAN,12870,INDONESIA,IDN,DKI JAKARTA,,0,,2022-07-21,2022-07-21 21:08:07,2022-07-21 21:03:35,,1,,,,,,,,+622182470083,+622182470086,tender@jmasyariah.com,www.jmasyariah.com,,,,,
1342Z,A,G,YAYASAN GENERASI MAJU BERKARYA,"MENARA STANDARD CHARTERED LT. 17 ZONA F, JL. PROF DR. SATRIO NO. 164",JAKARTA SELATAN,12930,INDONESIA,IDN,DKI JAKARTA,,0,,2022-07-21,2022-07-21 21:16:57,2022-07-21 21:11:14,,1,,,,,,,,+628118849499,,contactus@generationgirl.org,,,,,,
1343Z,A,G,YAYASAN PUSAT STRATEGI DAN AKSELERASI PEMBANGUNAN INDONESIA MAJU,"18 PARC PLACE, TOWER B 2ND FLOOR JL. JEND. SUDIRMAN KAV. 52-53",JAKARTA SELATAN,12190,INDONESIA,IDN,DKI JAKARTA,,0,,2023-04-14,2023-04-14 07:57:52,2022-07-21 21:19:02,,1,,,,,,,, +6281220301117,,foundation@indonesia2030.id,https://indonesiamaju.or.id,,,,,
1344Z,A,G,PERKUMPULAN REMOTIVI,"TOWER BORNEO KALIBATA CITY, RT.9/RW.4 RAJAWATI, PANCORAN",JAKARTA SELATAN,12750,INDONESIA,IDN,DKI JAKARTA,,0,,2022-07-21,2022-07-21 21:37:01,2022-07-21 21:32:59,,1,,,,,,,,,,sekretariat@remotivi.or.id,https://remotivi.or.id,,,,,
1345Z,A,G,PT. MULTI JASA PEMBANGUNAN INDONESIA,"JL. BINTANG RAYA, RUKO A18/5, KOMPLEK BINTANG METROPOL",BEKASI,17122,INDONESIA,IDN,JAWA BARAT,,0,,2022-07-25,2022-07-25 08:43:22,2022-07-25 08:39:20,,1,,,,,,,,+6281381524352,,info@mjpi.biz.id,https://mjpi.biz.id,,,,,
1346Z,A,F,PT. RAJAWALI LINTAS KREASI,JL. CIDENG BARAT NO. 70 CIDENG,JAKARTA PUSAT,10150,INDONESIA,IDN,DKI JAKARTA,,0,,2023-10-16,2023-10-16 08:58:39,2022-07-25 14:41:27,,1,,,,,,,,+62213810010,+62213810160,RALIKA@CBN.NET.ID,,,,,,
1347Z,A,G,"KSK INSURANCE INDONESIA, PT","CENTENNIAL TOWER, 38TH FLOOR JL. JEND. GATOT SUBROTO KAV. 24-25",JAKARTA SELATAN,12930,INDONESIA,IDN,DKI JAKARTA,,0,,2023-03-13,2023-03-13 14:19:17,2022-07-28 13:52:41,,1,,,,,,,,+622122958080,+622122958091,eny.handayani@kskgroup.com,,,,,,
1348Z,A,F,PT AVTEK TRANSUTAMA,JL. KEMUKUS NO.32 BLOK A-18,JAKARTA BARAT,11110,INDONESIA,IDN,DKI JAKARTA,,0,,2022-08-02,2022-08-02 09:10:37,2022-08-02 09:05:48,,1,,,,,,,,+62 0216900088,+62 0216910346,sales@avtektransutama.com,,,,,,
1349Z,A,G,PT. SILOAM INTERNATIONAL HOSPITALS TBK,"JL. BOULEVARD JEND. SUDIRMAN NO. 15, LIPPO VILLAGE",TANGERANG,15811,INDONESIA,IDN,BANTEN,,0,,2023-04-17,2023-04-17 08:53:17,2022-08-04 10:44:40,,1,,,,,,,,+622125668000,,lakshmi.daniesthani@siloamhospitals.com,www.siloamhospitals.com,,,,,
1350Z,A,G,"PT. MITRA KELUARGA KARYASEHAT, TBK","JL. RAYA GADING KIRANA KAV. 2, RT 018/RW 008, KELAPA GADING BARAT, KELAPA GADING",JAKARTA UTARA,14240,INDONESIA,IDN,DKI JAKARTA,,0,,2023-04-14,2023-04-14 07:58:59,2022-08-04 10:50:20,,1,,,,,,,, +622145852700,+622145852727,ADELINA.WARDHANI@MITRAKELUARGA.COM,WWW.MITRAKELUARGA.COM,,,,,
1351Z,A,G,"ASURANSI JIWA INHEALTH INDONESIA, PT","MANDIRI INHEALTH TOWER,LT GF,8TH,9TH,10TH JL.PROF.DR.SATRIO KAV.E-IV NO.6",JAKARTA SELATAN,12940,INDONESIA,IDN,DKI JAKARTA,,0,,2024-02-28,2024-02-28 09:10:55,2022-08-04 10:57:57,,1,,,,,,,,+62215250900,,yoggi.junaen@mandiriinhealth.co.id,https://mandiriinhealth.co.id,,,,,
1352Z,A,G,YAYASAN INSTITUT SUMBER DAYA DUNIA (WRI INDONESIA),"JL. WIJAYA I NO. 63, WISMA PMI LANTAI 3, KEBAYORAN BARU",JAKARTA SELATAN,12170,INDONESIA,IDN,DKI JAKARTA,,0,,2022-08-16,2022-08-16 11:52:26,2022-08-16 11:48:14,,1,,,,,,,,+622122775816,,srikandi.hidayati@wri.org,https://wri-indonesia.org,,,,,
1353Z,A,G,WALHI RIAU,JL. BELIMBING GANG ANGGUR II NO.6,PEKANBARU,28125,INDONESIA,IDN,RIAU,,0,,2023-08-01,2023-08-01 10:20:48,2022-08-16 11:53:14,,1,,,,,,,,+627618522769,,sekretariat@walhiriau.or.id,www.walhiriau.or.id,,,,,
1354Z,A,G,PERKUMPULAN INSTITUTA HAK ASASI PEREMPUAN,PERUM WIROSABAN BARU BLOK A NO. 11 RT/RW 64/14 KEL.SOROSUTAN KEC. UMBULHARJO,YOGYAKARTA,55162,INDONESIA,IDN,DAERAH ISTIMEWA YOGYAKARTA,,0,,2022-08-16,2022-08-16 12:04:43,2022-08-16 11:58:14,,1,,,,,,,,+62274384611,+62274384611,perkumpulan.ihap@gmail.com,,,,,,
1355Z,A,G,PT AJ CENTRAL ASIA RAYA,WISMA ASIA LT 11 JL. LETJEND S PARMAN KAV 79,JAKARTA BARAT,11420,INDONESIA,IDN,DKI JAKARTA,,0,,2022-08-24,2022-08-24 09:38:45,2022-08-24 09:31:07,,1,,,,,,,,+62215637901,+62215637902,lancar@car.co.id,,,,,,
1356Z,A,G,PT ASURANSI TAKAFUL KELUARGA,"GRAHA TAKAFUL, JL. MAMPANG PRAPATAN RAYA NO. 100",JAKARTA SELATAN,12790,INDONESIA,IDN,DKI JAKARTA,,0,,2022-08-31,2022-08-31 08:53:20,2022-08-31 08:47:09,,1,,,,,,,,+62217991234,+62217901435,satriya.nurcahyo@takaful.com,,,,,,
1357Z,A,G,UNIVERSITAS MUHAMMADIYAH YOGYAKARTA,"JL. BRAWIJAYA, KASIHAN",BANTUL,55183,INDONESIA,IDN,DAERAH ISTIMEWA YOGYAKARTA,,0,,2022-08-31,2022-08-31 09:09:17,2022-08-31 09:06:02,,1,,,,,,,,+62274387656,+62274387646,mariska.intan@umy.ac.id,,,,,,
1358Z,A,G,YAYASAN PENGEMBANGAN KESEHATAN DAN MASYARAKAT PAPUA,GEDUNG RSUD JL. YOS SUDARSO,TIMIKA,99910,INDONESIA,IDN,PAPUA,,0,,2022-08-31,2022-08-31 09:13:14,2022-08-31 09:10:48,,1,,,,,,,,+628114914064,,ela.curry@outlook.com,,,,,,
1359Z,A,G,PT DIMENSI KREASI PERSADA MULIA,"JL.MH.THAMRIN NO.17, RUKO KOTA AYODHYA SQUARE BLOK A NO. 57-58",TANGERANG,15117,INDONESIA,IDN,BANTEN,,0,,2023-08-18,2023-08-18 13:26:30,2022-08-31 09:18:43,,1,,,,,,,, +622131108034,,info@dkpm.co.id,,,,,,
1360Z,A,G,PT BENTANG ALAM INDONESIA (LANDSCAPE INDONESIA),"GRAN RUBINA BUSINESS PARK LANTAI 16, JL.HR RASUNA SAID NO.1,  RT.02/RW 05, KUNINGAN. KARET KUNINGAN",JAKARTA SELATAN,12940,INDONESIA,IDN,DKI JAKARTA,,0,,2023-02-20,2023-02-20 09:43:37,2022-08-31 09:25:19,,1,,,,,,,,,,JAMES.HARTANTO@LANDSCAPE.ID,,,,,,
1361Z,A,E,PT. INSPIRASI PUTERA MANDIRI,"JL. RAYA MABES HANKAM NO. 7, SETU, CIPAYUNG",JAKARTA TIMUR,13880,INDONESIA,IDN,DKI JAKARTA,,0,,2022-10-18,2022-10-18 09:13:30,2022-10-06 07:27:21,,1,,,,,,,,+622121284797,+622121284797,PT.INSPIRASIPUTERAMANDIRI@GMAIL.COM,,,,,,2
1362Z,A,F,PT. AKSHARA DIRGA,JL. PENATARAN NO. 1,JAKARTA PUSAT,10320,INDONESIA,IDN,DKI JAKARTA,,0,,2024-10-17,2024-10-17 07:21:43,2022-10-06 08:01:13,,1,,,,,,,,+62213141559,,AKHSARADIRGAMANAGEMENT@GMAIL.COM,,,,,,
1363Z,A,E,PT NAYAKA PRATAMA,"KOMP RUKAN TAMAN PONDOK KELAPA BLOK F NO.1 PONDOK KELAPA RAYA, DUREN SAWIT",JAKARTA TIMUR,13450,INDONESIA,IDN,DKI JAKARTA,,0,,2022-10-27,2022-10-27 09:34:30,2022-10-21 15:26:52,,1,,,,,,,,+622186908743,+622186908730,INFO@NAYAKAPRATAMA.CO.ID,WWW.NAYAKAPRATAMA.CO.ID,,,,,
